text,wakati_text
"就活セクハラ。個人的にですが、面接時に「結婚の予定はありますか」と問われてもセクハラと感じません。＜結婚、妊娠をして育休を消化したまま退社してしまわないかか＞を見極めたい質問なのかな、と。面接官の言葉は足りませんが。
それより入社後に「結婚しないの？」と訊いてくるほうがアウト。",就活 セクハラ 個人 的だ 面接 時 結婚 予定 ある ます 問う れる セクハラ 感じる ます 結婚 妊娠 する 育休 消化 する 退社 する しまう ない 見極める たい 質問 面接 官 言葉 足りる ます 入社 後 結婚 する ない の 訊く くる ほう アウト
"これは学生が正しいよね。

就活セクハラ「もう黙らない」大学生たちが緊急声明を発表 https://t.co/CeRkWrarZX",学生 正しい 就活 セクハラ 黙る ない 大学生 たち 緊急だ 声明 発表
"就活セクハラ。タチ悪い。
そんな人がいる企業は入ってからが抜け出せない。やりたいことは大手じゃなくてもできる時代。
社内セクハラ受けた身だから声を上げていいます。",就活 セクハラ タチ 悪い 人 いる 企業 入る 抜け出せる ない やる たい こと 大手 ない できる 時代 社 内 セクハラ 受ける 身 声 上げる いう ます
RT @freeushiku: 26日午前10時25分現在、Twitterのトレンドには「難民の受け入れ」が入っていますが、難民フォビア、ゼノフォビアを煽るようなツイートが鈴なりになっています。Twitter Japan @TwitterJP は、自社のプラットフォームがゼノフ…,自社 プラットフォーム
「結婚してすぐ辞められたら困る」って就活セクハラって言うか本心だろなー,結婚 する 辞める られる 困る 就活 セクハラ 言う 本心 ない
RT @nabeteru1Q78: たがいに就職する気のない企業の面接を受けて、セクハラを録音して、企業名を公表して公開するとか（もちろん公表主体の学生は匿名でよい）、工夫したら証拠も出せるだろう。 / “東京新聞:就活ハラスメント　国は対策を　「彼氏つくらないと」「２人で飲み…,東京 新聞 就活 ハラスメント 国 対策 彼氏 つくる ない ２ 人 飲む
【とくダネ】彼氏いるの？は就活セクハラなの？企業側の気持ち考えてる？ https://t.co/ytkHBVnIjQ @minadukiaoi2019さんから,とく ダネ 彼氏 いる 就活 セクハラ 企業 側 気持ち 考える る 2019 さん
"就活セクハラだって！
そんな会社潰れて、ひでぇ死に方すりゃいいのにね^ ^",就活 セクハラ 会社 潰れる ひどい 死に 方 する いい ね
"おはようございます。
就活セクハラが話題みたいだけど、私の場合この前受けた会社にセクハラではないけど、実家暮らし？とか家族何人とか？親の年齢とか本人一切関係ない質問ばっかされましたね",ございます 就活 セクハラ 話題 私 場合 この前 受ける 会社 セクハラ ない 実家 暮らし 家族 何 人 親 年齢 本人 関係 ない 質問 する れる ます
就活セクハラとか恐喝だしそこに入ったとこで今後も同じこと言われたり性犯罪してくるだろうし、企業名担当名明確に公表していいよ,就活 セクハラ 恐喝 だす 入る とこ 今後 同じだ こと 言う れる 性 犯罪 する くる 企業 名 担当 明確だ 公表 する いる いる
"私がｾｸﾊﾗを受けたわけではないが #就活セクハラ
面接の時にその会社の社長に「立ってみて、ぐるっと回ってみて」と言われた通りにしたら
「少し太めだねぇ」と言われ泣きながら学校に帰り、事情を聞いた先生が会社に猛抗議したって話を就活前に先生から聞いた。",私 受ける ない 就活 セクハラ 面接 時 会社 社長 立つ みる 回る みる 言う れる 通り する 太い めだ 言う れる 泣く 学校 帰る 事情 聞く 先生 会社 抗議 する 話 就活 前 先生 聞く
就活セクハラって逆にそんな会社行かなくて大丈夫って選択が出来てよさそうだけど,就活 セクハラ 逆だ 会社 行く ない 大丈夫だ 選択 出来る よい さ そうだ
"RT @UOBtw1qqvtVbNDb: https://t.co/6izeoF0DzT

通信速度の遅延による帰宅難民の情報たち

「灰笛の愚か者は笑う  魔法使い的少女と王様じみた馬鹿野郎」
#小説家になろう #narou #拡散 #拡散希望",通信 速度 遅延 よる 帰宅 難民 情報 たち 灰 笛 愚かだ 者 笑う 魔法使い 的だ 少女 王様 じみる 馬鹿だ 野郎 小説 家 なる 拡散 拡散 希望
@KanoeRin 就活セクハラは、就活セクハラですね！,就活 セクハラ 就活 セクハラ
"国は #就活セクハラ の実態を認識し、ハラスメント防止対策を強化するべきです。

就活セクハラ「もう黙らない」大学生たちが緊急声明を発表 https://t.co/av7VznyDgV",国 就活 セクハラ 実態 認識 する ハラスメント 防止 対策 強化 する 就活 セクハラ 黙る ない 大学生 たち 緊急だ 声明 発表
就活セクハラ、普通だと思って誰かに相談もなんもせんかったなあ〜(相談してどうなることじゃないし),就活 セクハラ 普通だ 思う 誰 相談 なん する かつ 相談 する なる こと
就活セクハラする奴のﾁ⚪︎ｺ切っちゃえ,就活 セクハラ する 奴 切る う
就活セクハラを受けた男友達を知ってる…。インターンやOB訪問でセクハラを受けたことある人は男女関係なく結構いるみたいだから、自分や友達が被害に遭わないかこわくて仕方ない。,就活 セクハラ 受ける 男 友達 知る る インターン 訪問 セクハラ 受ける こと ある 人 男女 関係 ない いる 自分 友達 被害 遭う ない こわい 仕方ない
就活セクハラだのパワハラだののワードが出てきたし、圧迫面接なんてアリエナイ時代になってきましたね,就活 セクハラ パワハラ ワード 出る くる 圧迫 面接 時代 なる くる ます
"セクハラはイカン
が
経営する側からしたら重要な話だし、
女性の面接官が女性の就活生に聞くのはいいのかな？ https://t.co/dFwvZUQYQT",セクハラ イカン 経営 する 側 する 重要だ 話 女性 面接 官 女性 就活 生 聞く の いい
"RT @rico182001: 就活セクハラ…
就職する前からそんな怖い思いしたくないよね
私はセクハラまでとは行かないけど
人事配属になって自分の面接シートみたら”癒し系”て書かれてて○ねって思った

案の定そいつはセクハラオンパレード
私はうまく避けてきたけど後輩は散々な目…",就活 セクハラ 就職 する 前 怖い 思い する たい ない 私 セクハラ 行く ない 人事 配属 なる 自分 面接 シート みる 癒し 系 て 書く れる る ○ 思う そいつ セクハラ オンパレード 私 うまい 避ける くる 後輩 散々だ 目
就活セクハラ、捉え方を変えれば入社する前にクソな社員がいるかどうかが分かるとも言える。いや、ムカつくにはムカつくけど。,就活 セクハラ 捉え 方 変える 入社 する 前 社員 いる 分かる 言える つく つく
就活セクハラが問題になってるけど、そもそも就活セクハラしてくる企業ってもしかしてブラック企業なのでは？？？,就活 セクハラ 問題 なる る 就活 セクハラ する くる 企業 かして ブラック 企業
なんか大学生の就活セクハラのやってるけど気持ち悪いことされたり性的なことを要求言及されたりしても採用してほしい企業の人だから逆らえないとか言ってるけどそもそもそんな会社入りたいか？？？？？？我慢して採用されたとしてそのあとどうすんの？？？？落ち着いて考えろ？？？？？,大学生 就活 セクハラ やる る 気持ち 悪い こと する れる 性 的だ こと 要求 言及 する れる する 採用 する ほしい 企業 人 逆らえる ない 言う る 会社 入り たい 我慢 する 採用 する れる する あと すん 落ち着く 考える
"就活セクハラねぇ…
女性の方達はこれまでの日本における社会的な印象として、結婚＝退社となるケースが多い+その適齢期が新卒での就職後割とすぐからである
ならば会社側としては本人に直近で結婚の意思があるかどうかは不躾な質問であることを承知で伺いたい事ではあるよね…",就活 セクハラ 女性 方 達 日本 おける 社会 的だ 印象 する 結婚 退社 なる ケース 多い そ 適齢期 新卒 就職 後 会社 側 する 本人 直近 結婚 意思 ある 不躾だ 質問 こと 承知 伺う たい 事 ある
